k,c,h0,i0,kh (feedback current gain (air gap)),kv (feedback current gain (velocity)),V_kmh,,a_z_max (Maximum vertical acceleration)
41790234.24,15565.3852,0.008013203,27.58429868,7650.763057,21.64053376,430.6775016,,0.374464788
44986152.7,15329.23437,0.01117228,26.7631984,8949.894249,24.68713075,218.1477746,,0.057122403
30391111.51,10156.15041,0.010244175,22.37888758,4691.745268,65.24993595,258.0610852,,0.071231083
59098150.18,10015.58637,0.011973372,24.67926878,7868.959663,70.7425691,272.4252531,,0.076630661
35911615.26,17318.03341,0.011543777,29.39741116,5765.061638,30.53351611,325.9799656,,0.153972258
48585256.52,15141.34702,0.011965578,25.49815136,6620.499734,30.59291713,483.3369342,,0.527310645
33436617.64,6128.256135,0.008509924,26.64984504,5647.83069,71.29165849,279.8708584,,0.086617569
51124693.52,9777.142326,0.008829796,22.82058509,5373.568387,59.31727409,429.9254636,,0.256145692
39686966.47,17861.76611,0.008663502,29.21543331,7693.563756,37.86090681,292.3442442,,0.106391798
43605876.05,6941.621632,0.009256624,28.34741093,5661.745968,45.76943312,339.891431,,0.164307284
31410314.98,7008.255898,0.009998998,23.59423275,8623.066522,29.65465594,411.9398836,,0.30102156
55059526.9,19616.70438,0.010281441,25.59068957,5778.993733,56.52801193,304.2559566,,0.110078747
38259624.44,5467.508233,0.011517958,28.28440741,5198.186786,32.05958221,414.6847642,,0.365419683
47200102.65,11040.26944,0.00977046,26.3101061,6692.246312,65.00533775,241.4276992,,0.059214871
34875500.52,8039.552188,0.009410801,29.22357936,7395.316961,38.33035484,392.3589564,,0.263471245
53916182.57,12096.63029,0.009554316,21.73261777,6529.424048,74.40235077,230.37684,,0.052270505
40719518.04,15355.27124,0.010481199,20.66224942,7778.407969,38.76563379,416.0743868,,0.281347361
46155400.4,15455.40474,0.009329407,24.99987102,6635.522408,36.1878296,335.6725415,,0.155699529
30917837.12,6961.714424,0.0094342,26.67849696,5051.445347,47.02583675,218.175673,,0.053425832
58652691.71,8897.806595,0.010738568,29.4931884,8910.096006,35.50764669,341.0532401,,0.185497944
37053885.33,6356.795018,0.011764349,25.40051396,7192.40598,31.64989692,399.5733067,,0.272829074
49452540.02,5657.134633,0.008693988,22.10317025,8028.285583,24.00215918,393.0534245,,0.275396535
32946163.71,19975.04115,0.011765919,20.74883807,4552.564632,74.13426539,220.3007094,,0.04978492
52587779.98,13357.63977,0.010995869,24.33385404,6187.76081,71.33997491,389.1839119,,0.203039646
40029075.64,14602.32968,0.008824964,20.19246102,7513.570263,64.13675077,240.5592475,,0.059639718
43074856.01,6536.479239,0.008218708,27.68189673,7119.173943,26.20489857,386.7073005,,0.26284714
32427798.09,11473.26749,0.008233819,24.349288,4474.80662,51.29970957,313.6855856,,0.105722256
56682059.73,17085.67698,0.008188508,23.66261435,4635.581367,68.09506028,242.5417082,,0.055714469
37507886.21,16648.41995,0.009679763,29.48518113,4215.460702,38.68432628,446.6006335,,0.190569686
47851546.2,7130.853139,0.008731004,29.78458732,6074.32359,37.36837384,302.5704815,,0.125524256
34922875.26,5909.250203,0.010655189,26.58152,4098.371651,63.49215473,497.3909359,,0.207561204
53397203.52,7094.865448,0.010942831,22.90835762,4449.576527,66.06372281,347.5005976,,0.130540051
42369172.73,9051.535854,0.010492338,29.83785845,4048.26411,24.83188524,378.0333216,,0.255367026
44580446.83,13833.50417,0.010298845,23.84673044,6703.803951,20.69469721,486.1065333,,0.579175675
30002380.27,13451.69467,0.008154377,24.95106472,4036.851036,63.12595728,351.6708217,,0.08020627
59543024.51,8804.68776,0.010293915,29.80754233,5041.745925,70.09312726,292.8497934,,0.087774734
36389537.57,6424.037676,0.011208994,25.091088,6133.809302,58.94079193,384.1840765,,0.215985482
49370459.88,17989.79852,0.008508583,23.17519725,8275.40499,24.87665485,332.450895,,0.185060517
34145756.58,11162.24144,0.008862402,20.57332808,4328.792955,57.76245561,376.5878171,,0.16324011
50457506.2,10619.77426,0.011952113,23.81445249,5705.438787,62.21572875,309.0760614,,0.110104369
38916765.06,5086.505131,0.009108577,24.03121491,5530.543045,35.24876829,270.5790241,,0.086986396
44186207.7,19123.15235,0.00999619,26.54170767,5914.945186,74.1770379,352.2917078,,0.147620332
31987907.02,15968.66601,0.008303448,28.15850391,4623.936724,28.4467209,432.2333845,,0.259162078
56173946.6,10521.59463,0.011158557,22.51060848,4861.02844,52.53695405,391.8193527,,0.2181422
38603030.03,6096.337632,0.009615717,25.87123538,4621.417697,37.43685882,209.1817035,,0.049162858
46291992.09,19373.75907,0.011941965,20.77640759,4847.499073,29.3454355,436.1437158,,0.374547297
34413054.61,5843.30745,0.010318706,26.26596265,7969.317519,30.78167268,437.4551537,,0.365472153
54995937.79,15030.52317,0.011726561,26.17970036,4687.4234,23.69849608,485.0015359,,0.675950244
41085709.78,14117.22724,0.010855343,20.3063337,6529.640397,59.65167153,417.2884608,,0.264382492
45373286.3,16992.74438,0.010547129,28.9793435,6881.569964,69.73778031,267.3122659,,0.075871441
31028792.16,7943.053022,0.011356445,20.95971591,6957.008397,54.82394951,468.7755881,,0.431663844
57875075.11,5980.775868,0.00952219,27.47828815,7076.793568,27.99773496,226.7707132,,0.054504376
36721767.24,7233.782299,0.009967592,22.19381597,4034.186984,70.25756924,275.6823743,,0.072844515
49956764.28,6037.397428,0.010658909,24.67016042,8623.288825,44.37737583,223.8516001,,0.056177665
33200616.23,10601.74614,0.010642715,28.6110255,6095.53699,78.110688,474.2662061,,0.330704187
51940037.12,11241.70907,0.009546679,27.01081203,4875.136772,73.18859344,239.470245,,0.056633456
40589276.72,5416.646896,0.008427804,24.61601012,6597.224277,32.77873061,448.6907683,,0.423583761
42757543.95,16219.75524,0.00952316,22.82969462,6127.897699,25.45105084,478.4851876,,0.528397742
32045252.04,8861.344489,0.011109547,22.76457292,4181.677019,55.23455212,490.7944146,,0.329969968
57028273.56,7846.251446,0.008429902,29.73915068,5953.224376,62.87792659,489.2579389,,0.295540986
38024023.46,19869.34783,0.010855568,21.84971038,5714.318615,47.71904091,296.895011,,0.100341919
47779219.84,7167.366892,0.010759854,28.51234616,8739.326461,77.19620334,297.387524,,0.094602754
35614031.79,19041.76466,0.011084634,21.43129204,8810.182265,62.34348578,367.8017851,,0.196746443
52723167.37,9396.922886,0.008907625,20.319403,5045.943791,64.43618872,440.5028004,,0.247796126
41563499.87,5712.223398,0.011119421,22.05135415,6294.356544,21.30819786,327.3837009,,0.187285443
45229765.98,5214.401475,0.008194972,23.57558762,4995.836255,23.88604206,395.8098607,,0.324742561
30619123.69,6275.801573,0.011337053,27.23889002,6444.987964,30.67589995,300.7929128,,0.125321271
58958020.32,13421.82801,0.010263411,26.95291167,4548.283725,29.41738925,448.341009,,0.432251818
35684184.91,8171.194166,0.01156242,29.17801857,6390.063175,50.11752752,270.5299073,,0.082668117
48333357.34,14250.33094,0.009828438,20.68855831,6386.724116,36.07537968,331.7461983,,0.157714637
33626517.57,6222.156224,0.010631576,22.16252014,7286.618439,62.06753951,431.4615956,,0.308600074
51494326.63,5577.215294,0.008509546,26.49564939,4851.781155,27.86913999,362.2793025,,0.239766628
39404869.74,16552.42502,0.009076588,21.79181565,6013.629641,64.2043847,388.5782124,,0.207227186
43395930.03,10180.09429,0.009271428,28.11863419,6286.747431,65.35350897,238.6009175,,0.060140281
31577691.87,11139.79312,0.0116891,24.20534907,8626.860977,63.37239445,328.1451965,,0.140604393
55371679.02,7788.708787,0.00803067,27.21498591,5782.523469,22.7878723,351.7041723,,0.217353679
38334198.76,16748.51274,0.01174399,25.64980386,7375.959794,37.98470637,389.0555856,,0.23749436
46836920.15,7093.149788,0.010669218,25.93946324,8021.445975,37.13750418,243.0467597,,0.05937544
34716318.82,5355.309867,0.011725724,20.38236074,4388.217726,56.54956311,230.8184998,,0.056369435
54225677.91,7467.300721,0.009480197,23.0681449,8446.936575,78.13624324,333.0386987,,0.130926444
41001088.67,12953.55585,0.011197877,26.81501185,5745.477121,26.7672145,323.6687672,,0.152961854
45829797.49,8200.22163,0.011837493,24.30474789,6285.83421,63.8207121,448.7728515,,0.329097085
30721379.22,18319.1955,0.010005046,25.76126461,6224.706183,78.67067703,209.8292027,,0.045687318
58385016.4,6535.708614,0.008429467,20.89126568,5353.986249,55.60852203,432.2721309,,0.268325215
37251255.85,5046.25659,0.010040806,25.13105075,8742.982821,37.67562933,476.4184433,,0.478815649
49778205.68,13173.99571,0.008777242,28.77411272,5984.745048,32.90729938,308.5105101,,0.13279997
32877088.86,12980.23593,0.00847249,24.10838613,8301.28587,47.14385793,386.4619682,,0.226409617
52294659.13,18185.29263,0.008179963,25.43520452,8027.404953,23.46486098,236.3591812,,0.061477162
39859862.14,11823.97772,0.010014947,28.79808459,4269.964562,44.74615388,383.9357086,,0.174428264
43323321.92,16131.02476,0.008753733,26.50292554,8953.378235,22.43987823,489.7439174,,0.553924228
32629937.53,19319.06436,0.009446722,28.19667629,6507.737467,67.17269288,407.3077193,,0.252429889
56472834.16,8868.799899,0.010697082,22.97118197,8129.79194,31.9111667,354.4047688,,0.219278837
37260970.55,10286.69801,0.011495722,20.89910854,7540.000198,56.20747717,326.5975675,,0.138047403
48054650.11,5774.403082,0.010420904,21.2369096,8140.928181,57.46942085,474.1446306,,0.392341925
35103040.01,13211.54321,0.008907912,26.24384126,4104.914998,29.76894163,242.5047356,,0.075898956
53766826.65,8635.027695,0.009000087,26.310496,8635.597773,21.97159649,234.9644662,,0.059437364
42067025.02,12030.96651,0.010269152,27.47793147,6890.102152,45.1567851,351.8067434,,0.174260951
44329810.54,19611.44541,0.010070316,23.64865245,6538.2201,25.22692943,201.8368782,,0.044778058
30201383.75,18469.97552,0.00847272,22.56369443,4204.523348,60.48365938,336.9324155,,0.10815573
59716382.23,19982.48722,0.010279018,21.87841159,6246.264934,75.10926632,391.4951284,,0.197808182
36158227.09,7801.798159,0.008946856,28.9890145,5265.151998,30.21427894,208.2897136,,0.049662912
48918836.96,9778.110932,0.008556179,26.02723548,7060.529149,29.92393602,384.376655,,0.24161946
33950912.84,15738.99255,0.008508903,21.94145043,4533.311334,62.57323705,316.0412699,,0.104003071
50793194.79,15139.8822,0.011676706,23.69999226,5812.305169,57.65122419,397.6151434,,0.232381689
39259083.28,7724.12363,0.008161371,27.81212125,5162.315409,25.00372158,492.5727609,,0.472902775
43894628.05,7670.600741,0.011024238,26.60014939,6422.388712,20.08157953,258.6546063,,0.076639524
31816793.55,17478.73198,0.011039349,20.11868912,8921.454154,57.42297071,439.4899477,,0.32239309
55896026.3,15333.55028,0.011461276,24.97492293,4772.559032,57.1273796,300.9013256,,0.10592311
38840129.21,8549.630293,0.009762187,26.61432017,4396.323872,42.23476553,484.035183,,0.298808226
46687750.04,9048.926328,0.011990099,28.47239368,6132.584493,25.92413088,244.3185114,,0.063113683
34263765.79,8438.603476,0.009587695,27.66144716,8506.566888,58.36561604,294.4530395,,0.100066083
54719887.04,7028.437395,0.009752261,21.49087862,8779.179623,72.18655474,444.3468288,,0.302696247
41333684.72,19165.35792,0.010517436,22.21827928,6697.694709,64.43401448,290.08238,,0.086842409
45662250.08,6472.269296,0.011422363,20.25671196,5915.867339,56.63758306,337.4646496,,0.135657335
31258203.6,16426.92572,0.010637346,21.32209225,6600.122566,77.6501979,313.1987157,,0.106626125
57631793.12,7227.27032,0.011711165,21.61959083,8455.325394,76.3340092,468.8755915,,0.348928852
36526130.59,12478.70811,0.010478923,24.47230541,6545.292549,40.85005292,212.5487587,,0.046133299
50200884.36,6795.793886,0.009729326,29.36157201,8087.429189,58.29359839,267.4578076,,0.074830797
33303223.2,5739.916781,0.008031707,25.9393036,7373.966678,42.5723468,347.9900553,,0.167861546
51817637.56,8397.63162,0.010793866,28.72213589,5815.323862,20.86664993,225.2053901,,0.0517125
40197473.6,6462.275334,0.008902271,27.08349902,7107.274262,43.65673883,376.3014777,,0.217076635
42541133.31,9225.212546,0.008687933,23.41293062,6755.926465,26.08613272,226.2679275,,0.053088111
32201918.79,9362.749817,0.008054933,28.70792696,5030.10941,41.8461301,450.7038321,,0.2422066
57277471.47,14181.64314,0.010760178,27.38900774,7202.253486,27.80531036,315.5391613,,0.143671838
37738761.73,18367.5121,0.008644909,21.58733188,4399.273979,79.48179245,292.8891716,,0.075648458
47525761.07,6448.440471,0.010787658,26.76014265,4639.954173,53.85618905,351.264951,,0.153197802
35418483.51,11538.00679,0.011119334,23.13504923,4706.427098,68.94053682,309.2690426,,0.105845615
53016680.28,9119.245299,0.011977559,25.62570564,4165.861711,47.8836462,463.6019107,,0.301668263
41918556.61,10621.36139,0.009695426,24.41301807,7487.34194,54.25879384,491.7319781,,0.48240599
44878535.16,15224.34714,0.011441899,22.17706059,5304.0043,76.68042775,372.5358951,,0.164537583
30463998.59,10089.20052,0.010389536,26.50369558,7062.004847,28.25555227,403.6720885,,0.297845296
59298374.81,5883.578423,0.01146337,26.82873648,8960.540401,29.04896726,247.0432161,,0.064644221
36011414.24,10958.96265,0.008809376,25.26464641,4202.660146,42.91280045,209.3894089,,0.048602352
48807896.1,7831.714533,0.011470728,23.35364324,7706.558916,69.49135641,467.4018484,,0.366314506
33566899.85,12334.64169,0.011350465,20.55017734,7632.819462,69.2339175,275.3010115,,0.077162313
51221072.06,19254.05002,0.011060044,29.22320621,7282.301315,61.02320927,425.4129182,,0.298807586
39615877.62,6549.314415,0.010619962,24.04449514,8463.556719,31.72013184,475.151628,,0.468997385
43709120.53,5381.662259,0.008739909,29.63373741,6018.018137,57.71816011,393.5891254,,0.218892692
31413790.8,17243.32711,0.011784436,28.1401698,7538.172681,40.39443225,219.765581,,0.051034702
55197743.26,9959.613072,0.00957518,21.68806816,7540.937147,54.47045725,308.5392043,,0.111444678
38136832.69,11124.09057,0.008373698,24.38438031,8121.607141,34.0011508,410.1837251,,0.28764027
47111189.96,5336.051599,0.009291219,24.70995528,7481.006174,34.55904702,264.1015449,,0.074890043
34771792.28,6017.457475,0.010176482,26.02708519,8959.131404,20.70876658,433.9672878,,0.403902225
54031090.41,6971.732912,0.009009127,29.58009883,7641.079462,25.16205703,214.0755701,,0.051221224
40749147.12,7772.589875,0.010955541,27.88801125,8894.535757,60.79096162,403.371192,,0.246030041
46078083.16,15683.43508,0.009036847,28.96118046,5120.36023,59.19264433,480.6704634,,0.244223671
30888541.79,8759.707303,0.008868188,20.94381366,5205.101308,74.28270609,260.5489571,,0.069788026
58503807.25,16390.33476,0.008780316,29.32031667,6984.707057,43.86793014,258.7343658,,0.06916655
36864053.86,9511.637341,0.0104484,22.20971875,7341.484425,58.76028114,376.2430623,,0.194560699
49572660.66,7560.126295,0.009003159,25.27435549,7874.018985,51.35426428,378.8058579,,0.206627408
33069557.74,19649.15867,0.011598291,25.37892122,7201.14482,21.1285633,365.3338392,,0.244454038
52475698.82,6317.850324,0.010442395,27.18392876,5483.047838,28.6933664,411.5551551,,0.347822745
40148133.86,12997.3922,0.01159069,24.48149521,8450.25324,76.57461814,276.3176101,,0.078313495
42927396.19,12915.50556,0.008719921,21.16010006,7210.321392,73.52807802,362.5788431,,0.161256679
32489863.06,5197.174819,0.008704743,27.12123786,4695.99727,48.96010832,337.016824,,0.134198937
56764496.05,10275.15618,0.009247519,20.24828383,5579.87196,64.12962025,436.5836532,,0.268749676
37611674.13,16830.67568,0.009301872,25.03966735,7997.463236,36.926563,387.130557,,0.236286769
47969388.8,11161.29575,0.011577496,21.51914318,7872.505255,79.69507502,326.7708121,,0.121179649
35089768.59,5973.318762,0.010269438,28.58112678,7802.10714,64.54687705,406.286537,,0.263420815
53413716.05,9925.002755,0.010070785,22.25186698,8075.253737,65.71208068,256.378434,,0.06928178
42309877.67,5290.809313,0.011441752,26.2599251,6227.905085,43.8771988,343.2841228,,0.16315195
44727821.12,16634.18313,0.010599609,26.1759756,7009.722719,35.9737097,279.503024,,0.09014229
30089528.84,6884.603208,0.011225797,21.78009064,6388.305025,38.27421162,276.1217393,,0.088954253
59385780.54,17342.71104,0.009333845,26.57226153,5541.94864,27.56068894,367.1509009,,0.233012764
36312633.14,7397.118586,0.01187693,24.93038496,6445.528169,72.72429352,250.212066,,0.063374067
49188954.65,5674.564123,0.00852063,29.3227872,5539.438637,38.32328065,292.995939,,0.115813617
33996165.17,6717.655833,0.009218491,25.97747745,4999.163117,53.0471005,209.9783251,,0.048221822
50617306.3,14304.09619,0.009824751,23.48643964,4615.1225,30.11498368,412.4633718,,0.331723694
39028499.92,7471.182451,0.011231765,23.74330885,4125.89816,72.08360521,448.8925914,,0.199128661
44171780.68,7943.724689,0.008078844,21.90904596,5288.310528,67.6306004,237.2407816,,0.058091247
31913482.23,6388.476062,0.008292408,24.34489864,6729.891614,49.74491567,491.14333,,0.513344026
55979383.67,18287.36991,0.011989897,27.34965743,5179.497598,67.81456117,223.8623247,,0.052471052
38486480.29,12506.43449,0.010515004,27.71010805,5962.12459,64.90933191,432.380102,,0.287419774
46412527.43,9573.088441,0.008935249,22.53128973,5577.198901,69.25440343,209.5012234,,0.045188981
34480100.18,9725.531899,0.010517218,23.59553216,8283.210727,44.56652286,346.8666246,,0.181553033
54816970.11,12985.02866,0.008220746,21.22611158,8511.100024,64.94671305,299.903171,,0.098130662
41273270.38,11715.13662,0.008718116,26.82832962,8756.758246,46.20754464,424.3690362,,0.30501742
45426722.43,14412.48248,0.00887966,22.99906982,8404.762053,24.40320392,274.331025,,0.096189014
31102197.18,11647.97188,0.010990845,21.20213927,6787.774317,72.7953567,374.8155776,,0.186630031
57983389.59,5096.163975,0.011908446,20.87524846,8678.301431,73.6427878,219.6537302,,0.054120013
36841613.15,7044.678077,0.010464005,27.24508124,7828.566579,44.00592624,470.5873693,,0.468910809
50130361.88,7256.012409,0.010489511,25.46591526,8936.531252,30.97522658,391.7899695,,0.268184606
33136055.41,18031.63414,0.010443209,21.25275041,6406.986472,61.51467881,310.1242727,,0.106541576
52070873.11,5703.146787,0.010584896,28.76331477,5707.337478,25.39922572,462.7545461,,0.601334376
40455542.65,8820.637783,0.008720617,25.40165601,6901.312036,46.32741776,316.9130848,,0.127883363
42857268.96,6023.189401,0.009510137,29.67064362,8858.85013,38.19468733,448.4058734,,0.390625379
32164394.19,15043.48748,0.010965365,28.18073531,4833.812929,63.66247974,319.6364771,,0.11757407
56969720.94,18533.67849,0.009520134,24.33515346,5406.018869,56.31046403,322.9307625,,0.126166834
37942451.04,13527.31244,0.008982816,20.92721776,4623.38974,74.71375462,419.0964641,,0.182086888
47537710.79,16884.49346,0.011162791,23.05696541,8088.972136,70.64613323,440.423774,,0.30363313
35507329.74,5386.561529,0.011073716,26.06524819,5923.76409,75.84815436,407.9244277,,0.231102892
52969077.79,5529.563015,0.008240795,29.54315922,4741.816106,78.89534983,343.8933826,,0.071678188
41700868.95,9919.897607,0.011794628,27.84682289,5973.786992,35.76687304,456.9346442,,0.45900348
45121773.07,10560.41098,0.011186056,20.3377844,5432.524223,73.7724556,320.1841747,,0.111690699
30513099.97,7706.483959,0.011514523,22.7032442,6135.674666,45.16387837,464.7788478,,0.44791967
58871816.58,8090.257839,0.009458567,23.18705835,4531.176852,65.02933647,413.9645523,,0.176034223
35815259.26,13266.32716,0.008726333,20.41460113,6451.115286,44.50509393,304.6668153,,0.111280167
48558451.63,9474.234573,0.011055697,28.49627259,7961.913415,71.18642566,412.6822663,,0.259782981
33708600.55,9411.061612,0.011688696,23.13286916,6255.722368,57.18446953,339.4182365,,0.145719394
51343995.43,12103.79849,0.010344349,24.3127861,7036.395629,64.85404151,293.0689214,,0.089659047
39520758.82,6609.730261,0.010146744,28.03573216,5879.368059,39.82367799,431.5375245,,0.373639602
43488872.09,9061.681894,0.010451021,21.86499195,6230.572769,29.73791969,281.517716,,0.093975836
31595514.72,10262.21198,0.009026556,20.36173503,7129.999768,72.1246583,481.6905068,,0.417948004
55507391.51,12773.92447,0.009479623,24.57288403,6425.98724,72.4168162,324.39902,,0.120345981
38409926.5,14774.92425,0.009034463,29.46411829,8384.601142,30.27235356,270.7992766,,0.084725227
47010209.35,14969.73082,0.00881052,27.24186119,4097.672202,31.78164828,256.4536337,,0.082604646
34588219.42,10371.96066,0.009866805,21.5871107,8277.773664,72.65731438,217.411866,,0.049548329
54321290.99,11506.49844,0.010947711,22.7994444,7056.767695,77.57904159,431.4435218,,0.270537073
40883132.47,11385.07563,0.011443073,20.31642294,5516.390817,58.04240948,400.4836675,,0.23246445
45965932.7,10478.8174,0.008367537,24.02626762,4198.339126,62.96390323,313.3074999,,0.085477523
30793531.24,8679.650837,0.008396077,26.95642063,7613.470553,50.24723715,233.9337633,,0.056524267
58169626.87,13794.08185,0.01003855,22.17657121,6767.879955,75.47733318,446.8414474,,0.291931853
37077308.83,5651.04521,0.008737656,28.8159734,7719.749516,30.31501203,339.2746665,,0.175080151
49656500.28,7629.866321,0.009734067,21.76681375,5306.796491,73.27824107,415.3838667,,0.213939826
32724972.52,12352.04937,0.010805933,20.45993713,6824.509497,24.85633814,202.5118561,,0.046732538
52254113.59,19284.78931,0.010596538,29.13309951,6550.104209,44.75649958,352.6335166,,0.179699417
39921669.01,11185.7496,0.011882643,29.95646412,6905.680981,78.16749498,219.098531,,0.049812214
43156911.91,10665.54958,0.00880687,25.69970568,8126.081337,75.5890636,457.7030434,,0.343842425
32552650.17,7146.526941,0.010717068,22.8533581,7855.77351,56.83693118,474.6316393,,0.449612262
56286993.85,6863.350873,0.010734502,24.82909551,8954.81209,70.05806041,405.177339,,0.237163431
37455910.15,15980.98024,0.011439881,21.27264037,7044.646186,49.35073293,275.9531841,,0.082298179
48242820.73,5477.337811,0.011538682,20.01765942,5505.495594,23.37425161,318.7562674,,0.157818987
35271801.96,12170.75279,0.010370244,29.89214242,5444.977842,38.46294031,417.3681001,,0.354062447
53608089.19,11390.32093,0.008488634,24.22493728,7947.884783,71.60072263,488.891005,,0.402349143
42092545.51,13328.22923,0.008946344,28.6532363,8362.610838,22.8691078,233.6328318,,0.062207064
44543411.45,17878.00554,0.008643136,22.4824961,8010.032457,46.51829685,383.5850041,,0.219420188
30253132.45,9752.305463,0.01011395,23.78081483,7801.07237,70.59659539,312.8598984,,0.110114755
59943913.75,6351.458926,0.009809063,22.23500196,4237.843714,74.02886851,227.6196603,,0.049665266
36238090.77,8880.75091,0.008693849,22.51725123,5645.15845,54.9469147,431.45167,,0.298453215
49032052.16,12427.93615,0.011023724,25.75882169,8445.628765,29.36078255,248.8369017,,0.071166673
33826740.53,5006.046309,0.011039863,22.20984098,5960.563236,63.12751331,453.1100997,,0.348546236
50879851.65,7325.20021,0.00978545,24.99280682,6894.282048,71.56172582,420.5615272,,0.259981251
39178782.85,7363.096693,0.010624681,26.44882373,6327.120926,46.7639387,317.8511598,,0.131509735
44009701.74,13246.57176,0.010481064,23.9578669,5785.943984,69.71052696,454.7289252,,0.302121734
31728249.83,5816.893116,0.010464848,28.07329934,8307.592441,37.79407696,245.7685312,,0.063806109
55635637.65,16260.6271,0.009752725,21.15984082,6093.099561,78.36006728,438.0542621,,0.257489149
38706171.33,10763.33973,0.010957351,22.86067331,4379.255145,62.84672584,377.098472,,0.165938779
46599730.5,16359.66493,0.009152856,20.65506506,8333.106424,51.80643211,463.3824428,,0.367268813
34185763.74,6921.592817,0.008529597,26.37906545,5201.481821,53.37906878,467.0523642,,0.306129235
54549709.46,8513.758609,0.008818188,22.54963384,4928.478536,77.05750068,317.1580214,,0.098001157
41476630.93,7682.116631,0.008367677,29.41041127,5151.574561,28.29689128,361.4968933,,0.247734702
45566891.25,14232.53296,0.008351894,29.02256819,5976.92012,47.27197631,218.9797888,,0.052742764
31235106.02,9459.410762,0.00955168,21.08227915,5911.061644,32.42154645,439.1736567,,0.392220859
57492894.77,5050.017058,0.011326831,27.3567191,6094.008166,50.57589136,274.53542,,0.081104351
36623938,18066.7497,0.010622062,29.03799738,4263.360341,30.04432585,444.1852927,,0.328834306
50444209.54,11307.60198,0.010580671,28.3513416,5049.669128,43.06038015,374.685073,,0.219817044
33426852.24,6289.360911,0.011955159,28.8240702,7984.895232,64.4103671,307.1089298,,0.110370518
51590269.1,6663.696783,0.008859354,25.58324133,6724.826772,59.48809641,369.6402158,,0.187992036
40314533.21,12850.45054,0.009240375,22.95885188,4697.486483,49.07566313,318.7771496,,0.125934539
42632709.15,18347.98773,0.009419649,26.62959194,4971.35804,20.25517908,468.655605,,0.72831671
32344851.53,5728.48773,0.010120428,25.59744981,8449.372571,77.88773659,294.55276,,0.091410222
57417179.9,18704.62364,0.009242243,27.68648454,7814.4695,79.17377198,284.0513474,,0.083299189
37767966.99,8334.931362,0.01154314,20.73457322,8698.001279,34.25223319,466.9087233,,0.421254498
47296294.61,10047.87321,0.00990503,25.91367779,7832.776762,39.09170282,253.4152716,,0.066236119
35321281.5,16791.40587,0.0119811,27.71042094,7339.923091,58.20207264,359.1754775,,0.176359668
53192719.09,14209.97514,0.008829387,26.656529,8619.522938,63.12376621,289.5768426,,0.090188252
41854019.63,6783.094082,0.009783561,22.17384945,6573.710805,58.90467845,281.9660346,,0.083345104
44932990.16,6176.435414,0.010905955,23.46400474,7833.17367,61.48273778,366.7997322,,0.185040957
30355116.43,8936.271786,0.011958809,27.86754163,4513.285265,42.9846067,406.9922786,,0.287585677
59114569.53,5924.071064,0.009171474,24.31771583,4325.433076,69.83027622,278.6663586,,0.069029383
35921390.65,9703.66714,0.009351557,29.13334189,6751.596646,27.71509615,225.1122407,,0.051585954
48671120.98,16971.47499,0.011008081,20.7235349,6745.205852,73.66841262,304.510905,,0.094600082
33496440.51,5239.53796,0.008467467,22.0497142,5854.929335,24.47357662,477.4467456,,0.584157048
51051710.99,8003.588455,0.008130081,28.3767044,5503.085784,45.79457929,327.564419,,0.140408502
39724873.47,9372.050533,0.010480714,29.478889,6102.277637,35.04328076,256.4035736,,0.073264014
43684473.91,12123.24087,0.01157607,28.00583658,6571.594834,42.94728664,211.365624,,0.046455269
31362445.95,16082.25202,0.00820423,26.62320521,8172.218264,52.38848037,263.2239822,,0.075073719
55143346.48,5618.61943,0.011515544,24.78788092,5918.395783,33.32639674,455.315608,,0.42672587
38201328.17,19297.99962,0.010310286,21.31260804,4087.104974,53.85795147,263.4053865,,0.076701645
47228960.02,10732.28172,0.0085703,25.2530499,4285.30492,29.13998015,431.5635565,,0.28804305
34855645.03,7424.015327,0.008241848,27.96572467,4832.165128,59.56473435,278.3995565,,0.075933311
53865240.82,5401.424264,0.010995339,25.49539476,8274.123686,67.62449081,248.2505229,,0.063848734
40681367.23,8516.068046,0.009031357,26.87505848,7010.270792,47.01026142,360.1336604,,0.185649567
46229356.14,9839.072887,0.010154254,28.71267059,8328.932842,43.96309222,278.5227535,,0.08642258
30978772.88,6021.688018,0.008233952,25.50960101,7488.293519,55.08845998,473.3460171,,0.454741345
58619098.88,9429.260145,0.011913349,28.31863715,6425.069705,58.62874298,385.8811728,,0.22064169
36992809.35,11404.46503,0.009268556,28.47560069,7363.478805,38.14835486,484.8905929,,0.559896555
49375242.03,12077.71078,0.010213948,24.04024756,7778.820501,45.73129759,497.5604511,,0.51276905
32894687.9,7539.094339,0.00926366,22.56147951,4372.07418,56.12585473,284.3977717,,0.091085646
52639962.9,9555.1426,0.011377447,28.14563808,6828.899605,22.06254982,209.3613339,,0.048239129
40014775.1,5193.951296,0.009302273,27.28886157,5624.796876,46.14855447,354.7542528,,0.184571149
43026161.2,7137.649486,0.01155577,29.91622588,7193.213997,22.91197964,480.9767231,,0.509507342
32365802.85,17718.38695,0.011509282,23.36510669,4713.107709,54.59817444,220.6012065,,0.052219646
56573621.19,11033.6526,0.011538969,23.93335428,4552.295413,71.35873242,299.4444542,,0.094191609
37519702.98,5844.260733,0.008188812,22.99424007,8606.747319,56.67276216,337.0928244,,0.154118331
