iter	Passed	Remaining
745	1062	6060
746	1064	6058
747	1065	6057
748	1067	6056
749	1068	6055
750	1070	6053
751	1071	6052
752	1072	6051
753	1074	6050
754	1075	6049
755	1077	6049
756	1079	6048
757	1080	6047
758	1082	6046
759	1083	6045
760	1085	6044
761	1086	6043
762	1088	6042
763	1089	6041
764	1090	6038
765	1091	6034
766	1092	6031
767	1093	6027
768	1094	6024
769	1095	6020
770	1096	6016
771	1098	6015
772	1099	6014
773	1100	6010
774	1101	6006
775	1103	6009
776	1105	6005
777	1106	6002
778	1107	5999
779	1108	5996
780	1110	5997
781	1111	5995
782	1112	5991
783	1113	5988
784	1114	5985
785	1115	5981
786	1116	5978
787	1117	5974
788	1118	5970
789	1119	5967
790	1120	5963
791	1121	5959
792	1122	5956
793	1123	5952
794	1124	5949
795	1125	5946
796	1126	5943
797	1127	5939
798	1129	5936
799	1130	5933
800	1131	5929
801	1132	5926
802	1133	5923
803	1134	5919
804	1135	5916
805	1136	5912
806	1137	5909
807	1138	5906
808	1139	5902
809	1140	5899
810	1141	5896
811	1142	5893
812	1143	5890
813	1144	5887
814	1145	5883
815	1146	5881
816	1147	5877
817	1148	5874
818	1150	5870
819	1151	5867
820	1151	5863
821	1152	5860
822	1153	5856
823	1155	5853
824	1156	5850
825	1157	5847
826	1158	5843
827	1159	5839
828	1160	5836
829	1161	5833
830	1162	5830
831	1163	5826
832	1164	5823
833	1165	5820
834	1166	5817
835	1167	5814
836	1168	5811
837	1169	5807
838	1170	5804
839	1171	5801
840	1172	5798
841	1173	5795
842	1174	5792
843	1175	5788
844	1176	5785
845	1177	5782
846	1178	5779
847	1179	5776
848	1180	5772
849	1181	5769
850	1182	5766
851	1183	5762
852	1184	5759
853	1185	5757
854	1186	5754
855	1188	5751
856	1189	5748
857	1190	5745
858	1191	5741
859	1192	5738
860	1193	5736
861	1194	5733
862	1195	5729
863	1196	5726
864	1197	5723
865	1198	5721
866	1199	5718
867	1200	5715
868	1201	5711
869	1202	5708
870	1203	5705
871	1204	5702
872	1205	5699
873	1206	5696
874	1207	5693
875	1208	5690
876	1209	5687
877	1210	5684
878	1211	5681
879	1212	5678
880	1213	5675
881	1214	5671
882	1216	5671
883	1217	5668
884	1218	5665
885	1219	5662
886	1220	5659
887	1221	5656
888	1222	5653
889	1223	5650
890	1224	5647
891	1225	5644
892	1226	5641
893	1227	5637
894	1228	5634
895	1229	5631
896	1230	5629
897	1231	5626
898	1232	5623
899	1233	5620
900	1234	5617
901	1235	5614
902	1236	5610
903	1237	5607
904	1238	5605
905	1239	5602
906	1240	5599
907	1241	5596
908	1242	5593
909	1243	5590
910	1244	5587
911	1245	5584
912	1246	5581
913	1247	5578
914	1248	5575
915	1249	5572
916	1250	5569
917	1251	5566
918	1252	5563
919	1253	5561
920	1254	5557
921	1255	5554
922	1256	5551
923	1257	5548
924	1258	5545
925	1259	5542
926	1260	5539
927	1261	5537
928	1262	5534
929	1263	5531
930	1264	5528
931	1265	5525
932	1267	5522
933	1268	5520
934	1269	5517
935	1270	5514
936	1270	5511
937	1271	5508
938	1273	5505
939	1274	5503
940	1275	5500
941	1276	5497
942	1277	5494
943	1278	5491
944	1279	5489
945	1280	5486
946	1281	5483
947	1282	5480
948	1283	5478
949	1284	5475
950	1285	5472
951	1286	5469
952	1287	5466
953	1288	5464
954	1289	5461
955	1290	5459
956	1291	5456
957	1292	5453
958	1293	5450
959	1294	5447
960	1295	5444
961	1296	5441
962	1297	5439
963	1298	5436
964	1299	5433
965	1300	5430
966	1301	5427
967	1302	5425
968	1303	5422
969	1304	5419
970	1305	5416
971	1306	5413
972	1307	5411
973	1308	5408
974	1309	5405
975	1310	5402
976	1311	5399
977	1312	5397
978	1313	5394
979	1314	5391
980	1315	5388
981	1316	5386
982	1317	5384
983	1318	5381
984	1319	5379
985	1320	5376
986	1321	5374
987	1322	5372
988	1323	5369
989	1324	5366
990	1326	5366
991	1328	5366
992	1329	5365
993	1331	5365
994	1332	5364
995	1334	5364
996	1335	5363
997	1337	5363
998	1338	5362
999	1340	5361
1000	1341	5360
1001	1343	5359
1002	1344	5358
1003	1346	5357
1004	1347	5357
1005	1349	5357
1006	1350	5356
1007	1352	5356
1008	1354	5356
1009	1355	5355
1010	1357	5354
1011	1358	5354
1012	1360	5354
1013	1361	5353
1014	1363	5352
1015	1365	5352
1016	1366	5352
1017	1368	5351
1018	1369	5351
1019	1371	5350
1020	1372	5348
1021	1373	5345
1022	1374	5343
1023	1375	5341
1024	1376	5339
1025	1378	5338
1026	1379	5336
1027	1380	5333
1028	1381	5331
1029	1382	5328
1030	1383	5325
1031	1384	5322
1032	1385	5320
1033	1386	5318
1034	1387	5315
1035	1388	5312
1036	1389	5310
1037	1390	5308
1038	1391	5305
1039	1392	5302
1040	1393	5300
1041	1394	5298
1042	1395	5295
1043	1396	5293
1044	1397	5290
1045	1399	5288
1046	1400	5286
1047	1401	5283
1048	1402	5280
1049	1403	5278
1050	1404	5275
1051	1405	5273
1052	1406	5270
1053	1407	5268
1054	1408	5266
1055	1409	5264
1056	1410	5261
1057	1411	5258
1058	1412	5256
1059	1413	5253
1060	1414	5250
1061	1415	5248
1062	1416	5245
1063	1417	5243
1064	1418	5240
1065	1419	5238
1066	1420	5235
1067	1421	5233
1068	1422	5230
1069	1423	5227
1070	1424	5225
1071	1425	5222
1072	1426	5220
1073	1427	5217
1074	1428	5215
1075	1429	5212
1076	1430	5210
1077	1432	5210
1078	1433	5208
1079	1434	5205
1080	1435	5203
1081	1436	5200
1082	1437	5197
1083	1438	5195
1084	1439	5193
1085	1440	5190
1086	1441	5188
1087	1442	5186
1088	1443	5184
1089	1444	5181
1090	1445	5179
1091	1446	5177
1092	1447	5174
1093	1448	5173
1094	1449	5170
1095	1450	5168
1096	1451	5166
1097	1453	5164
1098	1454	5163
1099	1455	5160
1100	1456	5158
1101	1457	5155
1102	1458	5153
1103	1459	5150
1104	1460	5148
1105	1461	5145
1106	1462	5143
1107	1463	5140
1108	1464	5138
1109	1465	5136
1110	1466	5133
1111	1467	5131
1112	1468	5130
1113	1470	5128
1114	1471	5126
1115	1472	5124
1116	1473	5122
1117	1474	5119
1118	1475	5117
1119	1476	5115
1120	1477	5112
1121	1478	5110
1122	1479	5108
1123	1480	5105
1124	1481	5103
1125	1482	5100
1126	1483	5098
1127	1484	5096
1128	1485	5094
1129	1486	5092
1130	1487	5090
1131	1489	5088
1132	1490	5085
1133	1491	5083
1134	1492	5081
1135	1493	5078
1136	1494	5076
1137	1495	5074
1138	1496	5071
1139	1497	5069
1140	1498	5068
1141	1499	5066
1142	1500	5064
1143	1501	5061
1144	1502	5059
1145	1503	5057
1146	1504	5054
1147	1505	5052
1148	1506	5049
1149	1507	5047
1150	1508	5045
1151	1509	5043
1152	1510	5041
1153	1511	5038
1154	1512	5036
1155	1513	5034
1156	1514	5031
1157	1515	5029
1158	1516	5027
1159	1517	5025
1160	1519	5022
1161	1520	5020
1162	1520	5017
1163	1521	5015
1164	1522	5013
1165	1523	5010
1166	1524	5008
1167	1525	5006
1168	1526	5004
1169	1527	5001
1170	1528	4999
1171	1529	4997
1172	1530	4994
1173	1531	4992
1174	1532	4990
1175	1533	4987
1176	1534	4985
1177	1536	4983
1178	1536	4981
1179	1538	4981
1180	1540	4981
1181	1542	4980
1182	1543	4980
1183	1545	4979
1184	1546	4978
1185	1547	4977
1186	1549	4977
1187	1550	4976
1188	1552	4975
1189	1553	4974
1190	1555	4973
1191	1556	4972
1192	1558	4972
1193	1559	4971
1194	1561	4971
1195	1562	4970
1196	1564	4969
1197	1565	4969
1198	1567	4969
1199	1568	4968
1200	1573	4976
1201	1574	4974
1202	1575	4971
1203	1576	4969
1204	1577	4967
1205	1578	4964
1206	1579	4962
1207	1580	4960
1208	1581	4958
1209	1582	4956
1210	1583	4954
1211	1584	4951
1212	1585	4949
1213	1586	4947
1214	1587	4945
1215	1588	4943
1216	1589	4941
1217	1590	4938
1218	1591	4936
1219	1592	4934
1220	1593	4932
1221	1594	4930
1222	1595	4927
1223	1596	4925
1224	1597	4923
1225	1598	4921
1226	1599	4919
1227	1600	4917
1228	1601	4915
1229	1602	4913
1230	1604	4911
1231	1604	4908
1232	1605	4906
1233	1607	4904
1234	1607	4902
1235	1609	4900
1236	1610	4898
1237	1611	4896
1238	1612	4894
1239	1613	4892
1240	1614	4890
1241	1615	4888
1242	1616	4886
1243	1617	4883
1244	1618	4881
1245	1619	4879
1246	1620	4877
1247	1621	4875
1248	1622	4873
1249	1623	4871
1250	1624	4869
1251	1625	4866
1252	1626	4864
1253	1627	4862
1254	1628	4860
1255	1629	4858
1256	1630	4856
1257	1631	4853
1258	1632	4851
1259	1633	4849
1260	1634	4847
1261	1635	4845
1262	1636	4842
1263	1637	4840
1264	1638	4838
1265	1639	4836
1266	1640	4834
1267	1641	4832
1268	1642	4829
1269	1643	4827
1270	1644	4825
1271	1645	4823
1272	1646	4821
1273	1647	4819
1274	1648	4817
1275	1649	4815
1276	1650	4813
1277	1651	4811
1278	1652	4809
1279	1653	4806
1280	1654	4804
1281	1655	4802
1282	1657	4800
1283	1658	4798
1284	1659	4796
1285	1660	4794
1286	1661	4792
1287	1662	4790
1288	1663	4788
1289	1664	4786
1290	1665	4783
1291	1666	4781
1292	1667	4779
1293	1668	4777
1294	1669	4775
1295	1670	4773
1296	1671	4771
1297	1672	4769
1298	1673	4766
1299	1674	4765
1300	1675	4763
1301	1676	4761
1302	1677	4759
1303	1678	4757
1304	1679	4755
1305	1680	4754
1306	1681	4751
1307	1682	4749
1308	1683	4748
1309	1685	4746
1310	1686	4744
1311	1687	4742
1312	1688	4740
1313	1689	4738
1314	1690	4735
1315	1690	4733
1316	1692	4731
1317	1692	4729
1318	1693	4727
1319	1695	4725
1320	1696	4723
1321	1697	4721
1322	1698	4719
1323	1699	4717
1324	1700	4715
1325	1701	4713
1326	1702	4711
1327	1703	4709
1328	1704	4706
1329	1705	4704
1330	1706	4702
1331	1707	4700
1332	1708	4698
1333	1709	4696
1334	1710	4694
1335	1711	4692
1336	1712	4690
1337	1712	4688
1338	1713	4686
1339	1714	4684
1340	1716	4682
1341	1717	4681
1342	1718	4679
1343	1719	4678
1344	1720	4676
1345	1721	4674
1346	1722	4672
1347	1723	4670
1348	1724	4668
1349	1725	4666
1350	1726	4664
1351	1727	4662
1352	1728	4660
1353	1729	4658
1354	1730	4656
1355	1731	4654
1356	1732	4652
1357	1733	4650
1358	1735	4649
1359	1736	4647
1360	1737	4645
1361	1738	4643
1362	1739	4641
1363	1740	4639
1364	1741	4637
1365	1742	4635
1366	1743	4633
1367	1744	4631
1368	1745	4629
1369	1746	4627
1370	1747	4625
1371	1748	4623
1372	1749	4622
1373	1750	4620
1374	1751	4618
1375	1752	4616
1376	1753	4614
1377	1754	4612
1378	1755	4609
1379	1756	4607
1380	1757	4605
1381	1758	4603
1382	1759	4601
1383	1760	4599
1384	1761	4597
1385	1762	4595
1386	1763	4593
1387	1764	4592
1388	1765	4590
1389	1767	4589
1390	1768	4588
1391	1770	4588
1392	1771	4588
1393	1773	4587
1394	1774	4586
1395	1776	4585
1396	1777	4584
1397	1779	4584
1398	1780	4583
1399	1782	4583
1400	1783	4582
1401	1785	4582
1402	1787	4581
1403	1788	4580
1404	1789	4580
1405	1791	4579
1406	1792	4578
1407	1794	4577
1408	1795	4576
1409	1797	4576
1410	1798	4575
1411	1800	4574
1412	1801	4573
1413	1803	4573
1414	1804	4572
1415	1806	4571
1416	1807	4570
1417	1809	4570
1418	1810	4569
1419	1811	4568
1420	1813	4568
1421	1815	4567
1422	1816	4566
1423	1818	4566
1424	1820	4566
1425	1821	4566
1426	1823	4566
1427	1825	4565
1428	1826	4565
1429	1828	4564
1430	1829	4563
1431	1831	4563
1432	1832	4562
1433	1834	4561
1434	1835	4560
1435	1837	4559
1436	1838	4559
1437	1840	4558
1438	1841	4558
1439	1843	4557
1440	1844	4556
1441	1846	4556
1442	1848	4555
1443	1849	4555
1444	1851	4554
1445	1852	4554
1446	1854	4553
1447	1855	4552
1448	1857	4552
1449	1858	4551
1450	1860	4550
1451	1862	4550
1452	1863	4549
1453	1865	4548
1454	1866	4546
1455	1867	4545
1456	1868	4544
1457	1869	4542
1458	1871	4540
1459	1871	4538
1460	1872	4536
1461	1873	4534
1462	1874	4532
1463	1875	4531
1464	1876	4529
1465	1878	4527
1466	1879	4525
1467	1880	4523
1468	1881	4521
1469	1882	4520
1470	1883	4518
1471	1884	4516
1472	1885	4514
1473	1886	4512
1474	1887	4510
1475	1888	4508
1476	1889	4506
1477	1890	4504
1478	1891	4502
1479	1892	4500
1480	1893	4498
1481	1894	4496
1482	1895	4494
1483	1896	4493
1484	1897	4491
1485	1898	4489
1486	1899	4487
1487	1900	4486
1488	1901	4484
1489	1902	4482
1490	1903	4480
1491	1904	4478
1492	1905	4476
1493	1906	4474
1494	1907	4472
1495	1908	4470
1496	1909	4468
1497	1910	4466
1498	1911	4465
1499	1913	4464
1500	1914	4462
1501	1915	4460
1502	1916	4458
1503	1917	4456
1504	1918	4455
1505	1919	4453
1506	1920	4451
1507	1921	4449
1508	1922	4447
1509	1923	4445
1510	1924	4443
1511	1925	4441
1512	1926	4440
1513	1927	4438
1514	1928	4436
1515	1929	4434
1516	1930	4432
1517	1931	4431
1518	1932	4429
1519	1933	4427
1520	1934	4425
1521	1935	4423
1522	1936	4421
1523	1937	4419
1524	1938	4418
1525	1939	4416
1526	1940	4414
1527	1941	4412
1528	1943	4412
1529	1944	4410
1530	1945	4408
1531	1946	4407
1532	1947	4405
1533	1948	4403
1534	1949	4401
1535	1950	4399
1536	1951	4397
1537	1952	4396
1538	1953	4394
1539	1954	4392
1540	1956	4390
1541	1957	4389
1542	1958	4388
1543	1959	4386
1544	1960	4384
1545	1961	4382
1546	1962	4381
1547	1963	4379
1548	1964	4377
1549	1965	4375
1550	1966	4373
1551	1967	4371
1552	1968	4370
1553	1969	4368
1554	1971	4366
1555	1972	4365
1556	1973	4363
1557	1974	4361
1558	1975	4359
1559	1976	4357
1560	1977	4356
1561	1978	4355
1562	1980	4355
1563	1982	4354
1564	1983	4353
1565	1984	4351
1566	1985	4349
1567	1986	4348
1568	1988	4347
1569	1989	4346
1570	1990	4344
1571	1991	4342
1572	1992	4341
1573	1993	4339
1574	1994	4337
1575	1995	4336
1576	1996	4334
1577	1997	4332
1578	1998	4330
1579	1999	4328
1580	2000	4326
1581	2001	4325
1582	2002	4323
1583	2003	4321
1584	2004	4319
1585	2005	4317
1586	2006	4316
1587	2007	4314
1588	2008	4312
1589	2009	4310
1590	2010	4308
1591	2011	4306
1592	2012	4305
1593	2013	4303
1594	2014	4301
1595	2015	4299
1596	2016	4297
1597	2017	4296
1598	2018	4294
1599	2020	4292
1600	2021	4290
1601	2022	4288
1602	2023	4287
1603	2024	4285
1604	2025	4284
1605	2026	4283
1606	2027	4281
1607	2028	4279
1608	2029	4278
1609	2030	4276
1610	2031	4274
1611	2033	4272
1612	2034	4271
1613	2035	4269
1614	2036	4268
1615	2037	4266
1616	2038	4264
1617	2039	4262
1618	2040	4261
1619	2041	4259
1620	2042	4257
1621	2043	4255
1622	2044	4253
1623	2045	4251
1624	2046	4250
1625	2047	4248
1626	2048	4246
1627	2049	4245
1628	2050	4243
1629	2051	4241
1630	2052	4239
1631	2053	4238
1632	2054	4236
1633	2055	4234
1634	2056	4232
1635	2057	4231
1636	2058	4229
1637	2059	4227
1638	2060	4225
1639	2061	4223
1640	2062	4222
1641	2063	4220
1642	2064	4218
1643	2065	4216
1644	2066	4214
1645	2067	4213
1646	2068	4211
1647	2069	4209
1648	2070	4208
1649	2071	4206
1650	2072	4204
1651	2073	4202
1652	2074	4201
1653	2075	4199
1654	2076	4197
1655	2077	4196
1656	2078	4194
1657	2080	4192
1658	2081	4191
1659	2082	4189
1660	2083	4187
1661	2084	4185
1662	2085	4184
1663	2086	4182
1664	2087	4180
1665	2088	4179
1666	2089	4177
1667	2090	4175
1668	2091	4174
1669	2092	4172
1670	2093	4170
1671	2094	4168
1672	2095	4167
1673	2096	4165
1674	2097	4164
1675	2098	4162
1676	2099	4160
1677	2100	4159
1678	2101	4157
1679	2103	4155
1680	2104	4154
1681	2105	4152
1682	2106	4151
1683	2107	4149
1684	2108	4147
1685	2109	4146
1686	2110	4144
1687	2111	4142
1688	2112	4141
1689	2113	4139
1690	2114	4137
1691	2115	4135
1692	2116	4134
1693	2117	4132
1694	2118	4130
1695	2119	4129
1696	2120	4128
1697	2121	4126
1698	2122	4124
1699	2124	4123
1700	2124	4121
1701	2126	4119
1702	2127	4117
1703	2128	4116
1704	2129	4114
1705	2130	4112
1706	2131	4111
1707	2132	4109
1708	2133	4107
1709	2134	4106
1710	2135	4104
1711	2136	4102
1712	2137	4101
1713	2138	4099
1714	2139	4097
1715	2140	4095
1716	2141	4094
1717	2142	4092
1718	2143	4090
1719	2144	4088
1720	2145	4087
1721	2146	4085
1722	2147	4084
1723	2148	4082
1724	2149	4080
1725	2150	4078
1726	2151	4077
1727	2152	4075
1728	2153	4073
1729	2154	4072
1730	2155	4070
1731	2156	4068
1732	2157	4067
1733	2158	4065
1734	2159	4063
1735	2160	4062
1736	2161	4060
1737	2162	4058
1738	2163	4056
1739	2164	4055
1740	2165	4053
