iter	Passed	Remaining
1741	2166	4051
1742	2167	4050
1743	2168	4048
1744	2169	4046
1745	2170	4045
1746	2171	4043
1747	2172	4041
1748	2173	4040
1749	2174	4038
1750	2175	4036
1751	2176	4035
1752	2177	4033
1753	2178	4031
1754	2179	4030
1755	2180	4028
1756	2181	4026
1757	2182	4024
1758	2183	4023
1759	2184	4021
1760	2185	4019
1761	2186	4018
1762	2187	4016
1763	2188	4014
1764	2189	4012
1765	2190	4011
1766	2191	4009
1767	2192	4007
1768	2193	4005
1769	2194	4004
1770	2195	4002
1771	2196	4001
1772	2197	3999
1773	2198	3997
1774	2199	3996
1775	2200	3994
1776	2201	3992
1777	2202	3991
1778	2203	3989
1779	2204	3987
1780	2205	3985
1781	2206	3984
1782	2207	3982
1783	2208	3981
1784	2209	3980
1785	2210	3978
1786	2211	3976
1787	2212	3975
1788	2214	3974
1789	2216	3974
1790	2217	3973
1791	2219	3973
1792	2221	3973
1793	2222	3972
1794	2224	3971
1795	2226	3971
1796	2227	3970
1797	2229	3970
1798	2230	3969
1799	2232	3968
1800	2233	3967
1801	2235	3967
1802	2237	3966
1803	2238	3966
1804	2240	3965
1805	2241	3964
1806	2243	3964
1807	2244	3963
1808	2246	3962
1809	2247	3961
1810	2249	3960
1811	2250	3960
1812	2252	3959
1813	2253	3958
1814	2255	3957
1815	2256	3957
1816	2258	3956
1817	2260	3955
1818	2261	3954
1819	2263	3954
1820	2264	3953
1821	2266	3952
1822	2267	3951
1823	2269	3951
1824	2270	3950
1825	2272	3949
1826	2273	3949
1827	2275	3948
1828	2276	3947
1829	2278	3946
1830	2279	3945
1831	2281	3945
1832	2282	3944
1833	2284	3943
1834	2285	3942
1835	2286	3941
1836	2288	3939
1837	2289	3938
1838	2290	3936
1839	2291	3934
1840	2292	3933
1841	2293	3931
1842	2294	3929
1843	2295	3928
1844	2296	3926
1845	2297	3924
1846	2298	3923
1847	2299	3921
1848	2300	3919
1849	2301	3918
1850	2302	3916
1851	2303	3915
1852	2304	3913
1853	2305	3912
1854	2306	3910
1855	2307	3908
1856	2308	3907
1857	2309	3905
1858	2310	3903
1859	2311	3902
1860	2312	3900
1861	2313	3899
1862	2314	3897
1863	2316	3896
1864	2317	3895
1865	2318	3893
1866	2319	3891
1867	2320	3890
1868	2321	3888
1869	2322	3887
1870	2323	3885
1871	2324	3883
1872	2325	3882
1873	2327	3881
1874	2328	3881
1875	2329	3879
1876	2330	3878
1877	2331	3876
1878	2332	3874
1879	2333	3873
1880	2334	3871
1881	2335	3870
1882	2337	3868
1883	2337	3866
1884	2339	3865
1885	2340	3863
1886	2341	3862
1887	2342	3860
1888	2343	3858
1889	2344	3857
1890	2345	3855
1891	2346	3854
1892	2347	3852
1893	2348	3851
1894	2349	3849
1895	2350	3847
1896	2351	3846
1897	2352	3844
1898	2353	3843
1899	2354	3841
1900	2355	3839
1901	2356	3838
1902	2357	3836
1903	2358	3835
1904	2359	3833
1905	2360	3832
1906	2361	3830
1907	2362	3828
1908	2363	3827
1909	2364	3825
1910	2365	3823
1911	2366	3822
1912	2367	3820
1913	2368	3818
1914	2369	3817
1915	2370	3815
1916	2371	3814
1917	2372	3812
1918	2373	3811
1919	2374	3809
1920	2375	3807
1921	2376	3806
1922	2377	3804
1923	2378	3803
1924	2379	3801
1925	2380	3800
1926	2381	3798
1927	2383	3797
1928	2383	3795
1929	2385	3793
1930	2386	3792
1931	2387	3791
1932	2388	3789
1933	2389	3788
1934	2390	3787
1935	2392	3786
1936	2394	3785
1937	2395	3784
1938	2396	3783
1939	2397	3781
1940	2398	3780
1941	2399	3778
1942	2400	3776
1943	2401	3775
1944	2402	3773
1945	2403	3772
1946	2404	3770
1947	2405	3769
1948	2406	3767
1949	2408	3766
1950	2409	3765
1951	2410	3763
1952	2411	3762
1953	2412	3760
1954	2413	3759
1955	2414	3757
1956	2415	3756
1957	2416	3754
1958	2417	3752
1959	2418	3751
1960	2419	3749
1961	2420	3747
1962	2421	3747
1963	2423	3746
1964	2425	3746
1965	2426	3745
1966	2428	3744
1967	2430	3744
1968	2431	3743
1969	2433	3743
1970	2435	3742
1971	2436	3741
1972	2438	3741
1973	2440	3740
1974	2441	3740
1975	2443	3739
1976	2445	3738
1977	2446	3737
1978	2447	3736
1979	2449	3735
1980	2450	3735
1981	2452	3734
1982	2453	3733
1983	2455	3732
1984	2456	3731
1985	2458	3730
1986	2459	3729
1987	2461	3728
1988	2462	3727
1989	2463	3726
1990	2465	3726
1991	2466	3725
1992	2468	3724
1993	2469	3723
1994	2471	3722
1995	2472	3721
1996	2474	3721
1997	2476	3720
1998	2477	3719
1999	2479	3718
2000	2480	3717
2001	2482	3716
2002	2483	3716
2003	2484	3714
2004	2486	3714
2005	2488	3713
2006	2489	3712
2007	2490	3711
2008	2492	3710
2009	2493	3709
2010	2495	3708
2011	2496	3708
2012	2498	3707
2013	2499	3706
2014	2501	3705
2015	2503	3704
2016	2504	3704
2017	2506	3703
2018	2507	3702
2019	2509	3701
2020	2510	3700
2021	2512	3699
2022	2513	3698
2023	2515	3698
2024	2516	3697
2025	2518	3696
2026	2519	3695
2027	2521	3694
2028	2522	3693
2029	2524	3692
2030	2525	3691
2031	2527	3691
2032	2528	3690
2033	2530	3689
2034	2531	3688
2035	2533	3687
2036	2534	3686
2037	2536	3686
2038	2537	3685
2039	2539	3684
2040	2540	3683
2041	2542	3682
2042	2543	3681
2043	2545	3680
2044	2546	3679
2045	2548	3678
2046	2549	3678
2047	2551	3677
2048	2552	3676
2049	2554	3675
2050	2555	3674
2051	2557	3674
2052	2558	3673
2053	2560	3672
2054	2561	3671
2055	2563	3670
2056	2564	3669
2057	2566	3668
2058	2567	3667
2059	2569	3667
2060	2570	3666
2061	2572	3665
2062	2573	3664
2063	2575	3663
2064	2576	3662
2065	2578	3661
2066	2579	3660
2067	2580	3659
2068	2582	3658
2069	2583	3657
2070	2585	3656
2071	2586	3655
2072	2588	3654
2073	2589	3653
2074	2591	3652
2075	2593	3652
2076	2594	3651
2077	2595	3650
2078	2597	3649
2079	2598	3648
2080	2600	3647
2081	2601	3646
2082	2603	3645
2083	2605	3645
2084	2606	3644
2085	2608	3643
2086	2609	3642
2087	2611	3641
2088	2612	3640
2089	2614	3639
2090	2615	3639
2091	2617	3638
2092	2618	3637
2093	2620	3636
2094	2621	3635
2095	2623	3634
2096	2624	3633
2097	2626	3632
2098	2627	3631
2099	2629	3630
2100	2630	3630
2101	2632	3629
2102	2633	3628
2103	2635	3627
2104	2636	3626
2105	2638	3625
2106	2639	3624
2107	2641	3623
2108	2642	3622
2109	2644	3621
2110	2645	3620
2111	2646	3619
2112	2648	3618
2113	2649	3617
2114	2651	3616
2115	2652	3614
2116	2653	3613
2117	2654	3611
2118	2655	3610
2119	2656	3608
2120	2657	3607
2121	2658	3605
2122	2659	3604
2123	2660	3602
2124	2661	3601
2125	2662	3599
2126	2663	3597
2127	2664	3596
2128	2665	3594
2129	2666	3593
2130	2668	3591
2131	2669	3590
2132	2670	3588
2133	2671	3587
2134	2672	3585
2135	2673	3584
2136	2674	3582
2137	2675	3581
2138	2676	3579
2139	2677	3578
2140	2678	3576
2141	2679	3574
2142	2680	3573
2143	2682	3572
2144	2683	3572
2145	2685	3571
2146	2686	3570
2147	2688	3569
2148	2690	3568
2149	2691	3568
2150	2693	3567
2151	2694	3566
2152	2696	3565
2153	2697	3564
2154	2698	3563
2155	2700	3561
2156	2701	3560
2157	2702	3558
2158	2703	3557
2159	2704	3555
2160	2705	3554
2161	2706	3552
2162	2707	3551
2163	2708	3549
2164	2709	3548
2165	2710	3546
2166	2711	3545
2167	2712	3543
2168	2713	3541
2169	2714	3540
2170	2715	3538
2171	2716	3537
2172	2717	3535
2173	2718	3533
2174	2719	3532
2175	2720	3530
2176	2721	3529
2177	2722	3527
2178	2723	3526
2179	2724	3524
2180	2725	3523
2181	2726	3521
2182	2727	3519
2183	2728	3518
2184	2729	3516
2185	2730	3515
2186	2731	3513
2187	2732	3512
2188	2733	3510
2189	2734	3508
2190	2735	3507
2191	2736	3505
2192	2737	3504
2193	2738	3502
2194	2739	3501
2195	2741	3499
2196	2742	3498
2197	2743	3497
2198	2744	3495
2199	2745	3494
2200	2746	3492
2201	2747	3490
2202	2748	3489
2203	2749	3487
2204	2750	3486
2205	2751	3484
2206	2752	3483
2207	2753	3481
2208	2754	3480
2209	2756	3479
2210	2757	3478
2211	2759	3477
2212	2760	3477
2213	2762	3476
2214	2763	3475
2215	2764	3473
2216	2765	3471
2217	2766	3470
2218	2767	3468
2219	2768	3467
2220	2769	3465
2221	2770	3464
2222	2772	3463
2223	2773	3461
2224	2774	3460
2225	2775	3458
2226	2776	3457
2227	2777	3455
2228	2778	3453
2229	2779	3452
2230	2780	3450
2231	2781	3449
2232	2782	3447
2233	2783	3446
2234	2785	3445
2235	2786	3444
2236	2787	3442
2237	2788	3441
2238	2789	3440
2239	2790	3438
2240	2791	3437
2241	2792	3435
2242	2793	3434
2243	2794	3432
2244	2795	3430
2245	2796	3429
2246	2797	3427
2247	2798	3426
2248	2800	3424
2249	2801	3423
2250	2802	3421
2251	2803	3420
2252	2804	3418
2253	2805	3417
2254	2806	3415
2255	2807	3414
2256	2807	3412
2257	2808	3410
2258	2809	3409
2259	2810	3407
2260	2811	3406
2261	2813	3404
2262	2814	3403
2263	2815	3402
2264	2816	3400
2265	2817	3398
2266	2818	3397
2267	2819	3395
2268	2820	3394
2269	2821	3392
2270	2822	3391
2271	2823	3389
2272	2824	3388
2273	2825	3386
2274	2826	3385
2275	2827	3383
2276	2828	3382
2277	2829	3380
2278	2830	3379
2279	2831	3377
2280	2832	3376
2281	2833	3374
2282	2834	3373
2283	2835	3371
2284	2836	3370
2285	2837	3368
2286	2838	3367
2287	2839	3365
2288	2840	3364
2289	2841	3362
2290	2842	3361
2291	2843	3359
2292	2844	3358
2293	2845	3356
2294	2846	3355
2295	2847	3353
2296	2848	3352
2297	2849	3350
2298	2850	3349
2299	2851	3347
2300	2852	3346
2301	2853	3344
2302	2854	3343
2303	2855	3341
2304	2856	3340
2305	2857	3338
2306	2858	3337
2307	2859	3335
2308	2860	3334
2309	2861	3332
2310	2862	3330
2311	2863	3329
2312	2864	3327
2313	2865	3326
2314	2866	3324
2315	2867	3323
2316	2868	3321
2317	2869	3320
2318	2870	3318
2319	2871	3317
2320	2872	3315
2321	2873	3314
2322	2874	3313
2323	2876	3311
2324	2876	3310
2325	2877	3308
2326	2879	3307
2327	2880	3305
2328	2881	3304
2329	2882	3302
2330	2883	3301
2331	2884	3299
2332	2885	3298
2333	2886	3296
2334	2887	3295
2335	2888	3293
2336	2889	3292
2337	2890	3291
2338	2891	3289
2339	2892	3288
2340	2893	3286
2341	2894	3285
2342	2895	3283
2343	2896	3282
2344	2897	3280
2345	2898	3279
2346	2899	3277
2347	2900	3275
2348	2901	3274
2349	2902	3272
2350	2903	3271
2351	2904	3269
2352	2905	3268
2353	2906	3266
2354	2907	3265
2355	2908	3263
2356	2909	3262
2357	2910	3260
2358	2911	3259
2359	2912	3257
2360	2913	3256
2361	2914	3254
2362	2915	3253
2363	2916	3251
2364	2917	3250
2365	2918	3249
2366	2919	3247
2367	2920	3246
2368	2921	3244
2369	2922	3243
2370	2923	3241
2371	2924	3240
2372	2925	3238
2373	2926	3237
2374	2927	3235
2375	2928	3234
2376	2929	3233
2377	2930	3231
2378	2931	3229
2379	2932	3228
2380	2933	3226
2381	2934	3225
2382	2935	3223
2383	2936	3222
2384	2937	3221
2385	2938	3219
2386	2939	3217
2387	2940	3216
2388	2942	3215
2389	2944	3215
2390	2945	3214
2391	2947	3213
2392	2948	3212
2393	2950	3211
2394	2951	3210
2395	2953	3209
2396	2954	3208
2397	2956	3207
2398	2957	3206
2399	2958	3204
2400	2959	3203
2401	2960	3201
2402	2961	3200
2403	2962	3198
2404	2963	3197
2405	2964	3195
2406	2965	3194
2407	2966	3192
2408	2967	3191
2409	2968	3189
2410	2969	3188
2411	2970	3187
2412	2971	3185
2413	2972	3184
2414	2973	3182
2415	2974	3181
2416	2975	3179
2417	2976	3178
2418	2977	3176
2419	2978	3175
2420	2979	3174
2421	2980	3172
2422	2981	3171
2423	2982	3169
2424	2983	3168
2425	2984	3166
2426	2985	3165
2427	2987	3164
2428	2988	3162
2429	2989	3161
2430	2990	3159
2431	2991	3158
2432	2992	3156
2433	2993	3155
2434	2994	3153
2435	2995	3152
2436	2996	3150
2437	2997	3149
2438	2998	3147
2439	2999	3146
2440	3000	3145
2441	3001	3143
2442	3002	3142
2443	3003	3140
2444	3004	3139
2445	3005	3137
2446	3006	3136
2447	3007	3134
2448	3008	3133
2449	3009	3132
2450	3010	3130
2451	3011	3129
2452	3012	3128
2453	3013	3126
2454	3014	3125
2455	3015	3123
2456	3016	3122
2457	3017	3120
2458	3018	3119
2459	3019	3118
2460	3020	3116
2461	3021	3115
2462	3022	3113
2463	3023	3112
2464	3024	3110
2465	3025	3109
2466	3026	3107
2467	3027	3106
2468	3028	3104
2469	3030	3103
2470	3031	3102
2471	3032	3100
2472	3033	3099
2473	3033	3097
2474	3034	3096
2475	3035	3094
2476	3037	3093
2477	3038	3091
2478	3039	3090
2479	3040	3089
2480	3041	3087
2481	3042	3086
2482	3043	3084
2483	3044	3083
2484	3045	3081
2485	3046	3080
2486	3047	3079
2487	3048	3077
2488	3049	3076
2489	3050	3074
2490	3051	3073
2491	3052	3071
2492	3053	3070
2493	3054	3068
2494	3055	3067
2495	3056	3065
2496	3057	3064
2497	3058	3063
2498	3059	3061
2499	3060	3060
2500	3061	3058
2501	3062	3057
2502	3063	3055
2503	3064	3054
2504	3065	3053
2505	3066	3051
2506	3067	3050
2507	3068	3048
2508	3069	3047
2509	3070	3046
2510	3071	3044
2511	3072	3043
2512	3073	3041
2513	3074	3040
2514	3075	3038
2515	3076	3037
2516	3077	3035
2517	3078	3034
2518	3079	3032
2519	3080	3031
2520	3081	3030
2521	3082	3028
2522	3083	3027
2523	3084	3025
2524	3085	3024
2525	3086	3023
2526	3087	3021
2527	3088	3020
2528	3089	3018
2529	3090	3017
2530	3091	3015
2531	3092	3014
2532	3093	3013
2533	3094	3011
2534	3095	3010
2535	3096	3008
2536	3097	3007
2537	3098	3005
2538	3099	3004
2539	3100	3002
2540	3101	3001
2541	3102	2999
2542	3103	2998
2543	3104	2997
2544	3105	2995
2545	3106	2994
2546	3107	2992
2547	3108	2991
2548	3109	2989
2549	3110	2988
2550	3111	2987
2551	3112	2986
2552	3113	2984
2553	3114	2983
2554	3115	2981
2555	3116	2980
2556	3117	2978
2557	3118	2977
2558	3119	2975
2559	3120	2974
2560	3121	2972
2561	3122	2971
2562	3123	2970
2563	3124	2968
2564	3125	2967
2565	3126	2965
2566	3127	2964
2567	3128	2962
2568	3129	2961
2569	3130	2960
2570	3131	2958
2571	3132	2957
2572	3133	2955
2573	3134	2954
2574	3135	2952
2575	3136	2951
2576	3137	2950
2577	3138	2948
2578	3139	2947
2579	3140	2945
2580	3141	2944
2581	3142	2942
2582	3143	2941
2583	3144	2940
2584	3145	2938
2585	3146	2937
2586	3147	2935
2587	3148	2934
2588	3149	2932
2589	3150	2931
2590	3151	2930
2591	3152	2928
2592	3153	2927
2593	3154	2925
2594	3155	2924
2595	3157	2924
2596	3159	2923
2597	3161	2922
2598	3162	2921
2599	3164	2920
2600	3165	2919
2601	3167	2918
2602	3168	2917
2603	3170	2916
2604	3171	2915
2605	3172	2914
2606	3174	2913
2607	3175	2912
2608	3177	2911
2609	3178	2910
2610	3180	2909
2611	3181	2908
2612	3183	2907
2613	3184	2906
2614	3186	2905
2615	3187	2904
2616	3188	2903
2617	3190	2902
2618	3191	2901
2619	3193	2900
2620	3194	2899
2621	3195	2898
2622	3196	2896
2623	3197	2895
2624	3198	2893
2625	3199	2892
2626	3201	2891
2627	3202	2890
2628	3203	2888
2629	3204	2887
2630	3205	2886
2631	3206	2884
2632	3207	2883
2633	3208	2882
2634	3210	2881
2635	3212	2880
2636	3213	2879
2637	3215	2878
2638	3216	2877
2639	3218	2876
2640	3219	2875
2641	3221	2875
2642	3222	2874
2643	3223	2872
2644	3225	2872
2645	3227	2871
2646	3229	2870
2647	3231	2870
2648	3233	2869
2649	3234	2868
2650	3237	2868
2651	3246	2874
2652	3249	2874
2653	3251	2874
2654	3253	2874
2655	3256	2873
2656	3258	2873
2657	3260	2872
2658	3261	2871
2659	3263	2871
2660	3265	2870
2661	3267	2869
2662	3270	2869
2663	3272	2869
2664	3274	2869
2665	3276	2868
2666	3278	2868
2667	3280	2867
2668	3282	2866
2669	3284	2866
2670	3286	2865
2671	3288	2865
2672	3290	2864
2673	3292	2864
2674	3294	2863
2675	3296	2863
2676	3298	2862
2677	3300	2861
2678	3302	2861
2679	3304	2860
2680	3305	2859
2681	3308	2859
2682	3310	2859
2683	3312	2858
2684	3314	2858
2685	3316	2857
2686	3318	2856
2687	3320	2855
2688	3322	2855
2689	3324	2854
2690	3326	2853
2691	3327	2853
2692	3329	2852
2693	3331	2851
2694	3332	2850
2695	3334	2849
2696	3336	2848
2697	3337	2847
2698	3339	2847
2699	3341	2846
2700	3343	2845
2701	3345	2845
2702	3348	2845
2703	3350	2844
2704	3351	2843
2705	3353	2843
2706	3356	2842
2707	3358	2842
2708	3359	2841
2709	3361	2840
2710	3363	2839
2711	3365	2839
2712	3366	2838
2713	3368	2837
2714	3370	2836
2715	3372	2835
2716	3374	2835
2717	3376	2835
2718	3378	2834
2719	3380	2833
2720	3382	2832
2721	3383	2831
2722	3385	2831
2723	3387	2830
2724	3389	2829
2725	3391	2829
2726	3393	2828
2727	3395	2827
2728	3397	2827
2729	3398	2826
2730	3400	2825
2731	3402	2824
2732	3403	2823
2733	3405	2822
2734	3407	2822
2735	3409	2821
2736	3411	2820
2737	3413	2819
2738	3414	2818
2739	3415	2817
2740	3418	2816
2741	3420	2816
2742	3422	2816
2743	3440	2828
2744	3442	2828
2745	3444	2827
2746	3446	2826
2747	3448	2826
2748	3450	2825
2749	3452	2824
2750	3454	2823
2751	3456	2823
2752	3457	2822
2753	3459	2821
2754	3462	2821
2755	3463	2820
2756	3465	2819
2757	3467	2818
2758	3469	2817
2759	3470	2816
2760	3472	2815
2761	3474	2815
2762	3475	2813
2763	3477	2813
2764	3479	2812
2765	3481	2811
2766	3482	2810
2767	3484	2809
2768	3486	2808
2769	3487	2808
2770	3490	2807
2771	3491	2806
2772	3492	2804
2773	3493	2803
2774	3495	2802
2775	3496	2801
2776	3497	2799
2777	3498	2798
2778	3500	2797
2779	3501	2795
2780	3502	2794
2781	3503	2793
2782	3504	2791
2783	3505	2790
2784	3506	2788
2785	3507	2787
2786	3508	2785
2787	3509	2784
2788	3510	2783
2789	3511	2781
2790	3513	2780
2791	3514	2779
2792	3515	2777
2793	3516	2776
2794	3517	2775
2795	3518	2773
2796	3519	2772
2797	3521	2771
2798	3522	2769
2799	3523	2768
2800	3524	2767
2801	3526	2766
2802	3527	2764
2803	3528	2763
2804	3530	2762
2805	3531	2761
2806	3532	2760
2807	3534	2758
2808	3535	2757
2809	3536	2756
2810	3537	2754
2811	3538	2753
2812	3539	2751
2813	3540	2750
2814	3541	2749
2815	3542	2747
2816	3543	2746
2817	3544	2744
2818	3545	2743
2819	3546	2741
2820	3548	2740
2821	3549	2739
2822	3550	2737
2823	3551	2736
2824	3552	2735
2825	3553	2734
2826	3555	2732
2827	3556	2731
2828	3557	2730
2829	3558	2728
2830	3560	2727
2831	3561	2726
2832	3562	2724
2833	3563	2723
2834	3564	2722
2835	3566	2721
2836	3567	2719
2837	3568	2718
2838	3569	2717
2839	3571	2716
2840	3572	2714
2841	3573	2713
2842	3575	2712
2843	3576	2711
2844	3577	2709
2845	3578	2708
2846	3579	2707
2847	3580	2705
2848	3581	2704
2849	3582	2702
2850	3584	2701
2851	3585	2700
2852	3586	2698
2853	3587	2697
2854	3588	2695
2855	3589	2694
2856	3590	2693
2857	3591	2691
2858	3592	2690
2859	3593	2688
2860	3594	2687
2861	3595	2685
2862	3596	2684
2863	3597	2683
2864	3598	2681
2865	3599	2680
2866	3600	2678
2867	3601	2677
2868	3602	2675
2869	3603	2674
2870	3604	2673
2871	3605	2671
2872	3606	2670
2873	3607	2668
2874	3609	2667
2875	3610	2666
2876	3611	2664
2877	3612	2663
2878	3613	2662
2879	3614	2660
2880	3616	2659
2881	3617	2658
2882	3618	2656
2883	3619	2655
2884	3620	2654
2885	3621	2652
2886	3622	2651
2887	3623	2650
2888	3624	2648
2889	3625	2647
2890	3627	2646
2891	3628	2644
2892	3629	2643
2893	3630	2642
2894	3631	2640
2895	3632	2639
2896	3633	2637
2897	3634	2636
2898	3636	2635
2899	3637	2633
2900	3638	2632
2901	3639	2630
2902	3640	2629
2903	3641	2628
2904	3642	2626
2905	3643	2625
2906	3644	2623
2907	3645	2622
2908	3646	2621
2909	3647	2619
2910	3648	2618
2911	3649	2616
2912	3650	2615
2913	3652	2614
2914	3653	2613
2915	3654	2611
2916	3655	2610
2917	3656	2608
2918	3657	2607
2919	3658	2606
2920	3659	2604
2921	3660	2603
2922	3661	2602
2923	3663	2600
2924	3664	2599
2925	3665	2598
2926	3666	2596
2927	3667	2595
2928	3668	2594
2929	3669	2592
2930	3670	2591
2931	3671	2589
2932	3672	2588
2933	3673	2586
2934	3674	2585
2935	3675	2584
2936	3676	2582
2937	3678	2581
2938	3679	2580
2939	3680	2578
2940	3681	2577
2941	3682	2576
2942	3683	2574
2943	3684	2573
2944	3685	2572
2945	3686	2570
2946	3688	2569
2947	3689	2567
2948	3690	2566
2949	3691	2565
2950	3692	2563
2951	3693	2562
2952	3694	2560
2953	3695	2559
2954	3696	2558
2955	3697	2556
2956	3698	2555
2957	3699	2553
2958	3700	2552
2959	3701	2551
2960	3702	2549
2961	3704	2548
2962	3705	2547
2963	3706	2545
2964	3707	2544
2965	3708	2543
2966	3710	2542
2967	3712	2541
2968	3713	2540
2969	3714	2538
2970	3715	2537
2971	3716	2536
2972	3718	2535
2973	3719	2533
2974	3721	2532
2975	3723	2532
2976	3724	2531
2977	3725	2529
2978	3726	2528
2979	3728	2527
2980	3729	2525
2981	3730	2524
2982	3731	2523
2983	3732	2521
2984	3734	2520
2985	3735	2519
2986	3737	2518
2987	3738	2517
2988	3739	2516
2989	3740	2514
2990	3742	2513
2991	3743	2512
2992	3744	2510
2993	3745	2509
2994	3746	2508
2995	3748	2507
2996	3749	2505
2997	3750	2504
2998	3751	2503
2999	3752	2501
3000	3754	2500
3001	3755	2499
3002	3756	2498
3003	3757	2496
3004	3758	2495
3005	3760	2494
3006	3761	2493
3007	3762	2491
3008	3764	2490
3009	3765	2489
3010	3767	2488
3011	3768	2487
3012	3769	2486
3013	3771	2484
3014	3772	2483
3015	3773	2482
3016	3774	2481
3017	3775	2479
3018	3777	2478
3019	3778	2477
3020	3779	2476
3021	3780	2474
3022	3781	2473
3023	3783	2472
3024	3784	2470
3025	3785	2469
3026	3786	2468
3027	3788	2467
3028	3789	2465
3029	3790	2464
3030	3791	2463
3031	3792	2461
3032	3793	2460
3033	3794	2458
3034	3795	2457
3035	3796	2456
3036	3797	2454
3037	3799	2453
3038	3800	2452
3039	3801	2451
3040	3802	2449
3041	3804	2448
3042	3805	2447
3043	3806	2445
3044	3807	2444
3045	3808	2442
3046	3809	2441
3047	3810	2440
3048	3812	2439
3049	3813	2438
3050	3814	2436
3051	3815	2435
3052	3816	2434
3053	3818	2432
3054	3819	2431
3055	3820	2430
3056	3821	2428
3057	3822	2427
3058	3824	2426
3059	3825	2425
3060	3826	2423
3061	3827	2422
3062	3828	2421
3063	3829	2419
3064	3830	2418
3065	3831	2417
3066	3832	2415
3067	3834	2414
3068	3835	2413
3069	3836	2411
3070	3837	2410
3071	3838	2408
3072	3839	2407
3073	3840	2406
3074	3841	2404
3075	3842	2403
3076	3843	2402
3077	3844	2400
3078	3845	2399
3079	3846	2398
3080	3848	2396
3081	3849	2395
3082	3850	2394
3083	3851	2392
3084	3852	2391
3085	3853	2390
3086	3854	2388
3087	3855	2387
3088	3857	2386
3089	3858	2384
3090	3859	2383
3091	3860	2382
3092	3861	2380
3093	3862	2379
3094	3863	2378
3095	3864	2376
3096	3865	2375
3097	3866	2374
3098	3868	2372
3099	3869	2371
3100	3870	2370
3101	3871	2368
3102	3872	2367
3103	3873	2366
3104	3874	2364
3105	3875	2363
3106	3876	2361
3107	3877	2360
3108	3878	2359
3109	3879	2357
3110	3881	2356
3111	3882	2355
3112	3883	2353
3113	3884	2352
3114	3885	2351
3115	3886	2349
3116	3887	2348
3117	3888	2347
3118	3889	2345
3119	3890	2344
3120	3891	2343
3121	3892	2341
3122	3894	2340
3123	3895	2339
3124	3896	2337
3125	3897	2336
3126	3898	2335
3127	3899	2333
3128	3900	2332
3129	3901	2331
3130	3902	2329
3131	3903	2328
3132	3905	2327
3133	3905	2325
3134	3907	2324
3135	3908	2322
3136	3909	2321
3137	3910	2320
3138	3911	2319
3139	3912	2317
3140	3913	2316
3141	3914	2315
3142	3915	2313
3143	3917	2312
3144	3918	2311
3145	3919	2309
3146	3920	2308
3147	3921	2306
3148	3922	2305
3149	3923	2304
3150	3924	2302
3151	3925	2301
3152	3926	2300
3153	3927	2298
3154	3928	2297
3155	3930	2296
3156	3931	2294
3157	3932	2293
3158	3933	2292
3159	3934	2290
3160	3935	2289
3161	3936	2288
3162	3937	2286
3163	3938	2285
3164	3939	2284
3165	3941	2283
3166	3942	2281
3167	3943	2280
3168	3944	2279
3169	3945	2277
3170	3947	2276
3171	3948	2275
3172	3949	2274
3173	3950	2272
3174	3951	2271
3175	3952	2270
3176	3953	2268
3177	3955	2267
3178	3956	2266
3179	3957	2264
3180	3958	2263
3181	3959	2262
3182	3961	2261
3183	3962	2259
3184	3963	2258
3185	3964	2257
3186	3965	2255
3187	3966	2254
3188	3967	2253
3189	3969	2252
3190	3970	2250
3191	3971	2249
3192	3972	2248
3193	3973	2246
3194	3974	2245
3195	3975	2244
3196	3976	2242
3197	3977	2241
3198	3978	2239
3199	3979	2238
3200	3980	2237
3201	3982	2236
3202	3983	2234
3203	3984	2233
3204	3985	2232
3205	3986	2230
3206	3987	2229
3207	3988	2228
3208	3990	2226
3209	3991	2225
3210	3992	2224
3211	3993	2223
3212	3994	2221
3213	3995	2220
3214	3996	2219
3215	3997	2217
3216	3999	2216
3217	4000	2215
3218	4001	2213
3219	4002	2212
3220	4003	2211
3221	4004	2210
3222	4006	2208
3223	4007	2207
3224	4008	2206
3225	4009	2204
3226	4010	2203
3227	4011	2202
3228	4012	2200
3229	4013	2199
3230	4015	2198
3231	4016	2196
3232	4017	2195
3233	4018	2194
3234	4019	2193
3235	4020	2191
3236	4021	2190
3237	4022	2189
3238	4023	2187
3239	4024	2186
3240	4025	2184
3241	4027	2183
3242	4028	2182
3243	4029	2180
3244	4030	2179
3245	4031	2178
3246	4032	2176
3247	4033	2175
3248	4034	2174
3249	4035	2172
3250	4036	2171
3251	4037	2170
3252	4038	2168
3253	4039	2167
3254	4041	2166
3255	4042	2165
3256	4043	2163
3257	4044	2162
3258	4045	2161
3259	4046	2159
3260	4047	2158
3261	4049	2157
3262	4050	2156
3263	4051	2154
3264	4052	2153
3265	4053	2152
3266	4054	2150
3267	4055	2149
3268	4056	2148
3269	4057	2146
3270	4058	2145
3271	4060	2144
3272	4061	2142
3273	4062	2141
3274	4063	2140
3275	4064	2138
3276	4065	2137
3277	4066	2136
3278	4067	2134
3279	4068	2133
3280	4069	2132
3281	4070	2130
3282	4071	2129
3283	4072	2128
3284	4074	2126
3285	4075	2125
3286	4076	2124
3287	4077	2123
3288	4078	2121
3289	4079	2120
3290	4080	2119
3291	4081	2117
3292	4082	2116
3293	4084	2115
3294	4085	2113
